id,pval_(Intercept),adj.pvalue,pval_sig,LogFC_(Intercept),LogFC (Higher is Higher in Spring)
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor,0.931146506,0.993428473,0,-0.010737259,-0.005582944
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter,0.931146506,0.850928611,0,-0.010737259,0.151084932
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium,0.931146506,0.125373789,0,-0.010737259,1.171825604
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia,0,3.56E-48,1,6.784753241,-3.247557425
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Sporacetigenium,0.208049266,0.087074156,0,2.180489463,-2.964338031
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Tepidibacter,0.19899472,0.03966095,1,1.299871285,-2.083719853
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter,0.931146506,6.20E-33,1,-0.010737259,2.142990329
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus,0.931146506,9.72E-08,1,-0.010737259,1.933454109
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Brassicibacter,0.207247501,0.080986337,0,2.040882105,-2.824730673
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Clostridiisalibacter,4.83E-59,1.39E-72,1,6.665022494,-7.448871061
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Ezakiella,0.931146506,0.993428473,0,-0.010737259,-0.005582944
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Fenollaria,0.931146506,0.237884412,0,-0.010737259,0.787599101
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Finegoldia,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Gottschalkia,0.183219474,0.001960122,1,0.586515897,-1.370364465
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Murdochiella,0.931146506,0.946080078,0,-0.010737259,-0.040703116
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Parvimonas,0.931146506,1.59E-19,1,-0.010737259,3.405647115
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus,0.931146506,1.45E-15,1,-0.010737259,3.125998088
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__W5053,0.931146506,3.05E-08,1,-0.010737259,1.240306929
d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermincolales;f__Thermincolaceae;g__Thermincola,0.931146506,0.380701571,0,-0.010737259,0.412004712
d__Bacteria;p__Firmicutes;c__Clostridia;o__uncultured;f__uncultured;g__uncultured,0.931146506,0.134273771,0,-0.010737259,1.154830419
d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus,0.931146506,0.790077684,0,-0.010737259,0.208368351
d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014;g__DTU014,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia;g__Hydrogenispora,0.192396172,4.72E-05,1,0.868948517,3.05824544
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,0.931146506,1.61E-28,1,-0.010737259,3.577349631
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__uncultured,0.931146506,3.40E-54,1,-0.010737259,2.984009801
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;__;__,0.931146506,0.176903875,0,-0.010737259,1.018648161
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas,0.931146506,2.34E-28,1,-0.010737259,4.019223552
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;__,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Anaerospora,0.931146506,0.946080078,0,-0.010737259,-0.040703116
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Pelosinus,0.931146506,0.122100212,0,-0.010737259,1.295074613
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Sporomusa,0.931146506,0.13909734,0,-0.010737259,1.096712623
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured,0.931146506,5.98E-22,1,-0.010737259,3.271819173
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__uncultured;g__uncultured,0.931146506,9.27E-13,1,-0.010737259,2.458735508
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister,0.931146506,3.42E-29,1,-0.010737259,4.754211534
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera,0.931146506,5.16E-36,1,-0.010737259,6.154063874
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Negativicoccus,0.931146506,1.03E-10,1,-0.010737259,1.651021489
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella,0.931146506,2.63E-17,1,-0.010737259,2.302916043
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonellaceae,0.931146506,3.33E-13,1,-0.010737259,2.790870329
d__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteraceae;g__Symbiobacterium,0.931146506,0.631681984,0,-0.010737259,-0.236632004
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;__,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__uncultured,0.931146506,0.474778409,0,-0.010737259,-0.311013188
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium,0.931146506,0.152812264,0,-0.010737259,1.0565346
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium,0.931146506,1.84E-18,1,-0.010737259,1.956451733
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia,0.931146506,0.00149506,1,-0.010737259,2.060576628
d__Bacteria;p__FW113;c__FW113;o__FW113;f__FW113;g__FW113,0.183818545,0.004417897,1,0.682409921,-1.466258489
d__Bacteria;p__GAL15;c__GAL15;o__GAL15;f__GAL15;g__GAL15,0.931146506,8.03E-23,1,-0.010737259,1.442352197
d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group;f__BD2-11_terrestrial_group;g__BD2-11_terrestrial_group,1.52E-17,3.59E-07,1,4.359212542,-4.28807799
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas,0.931146506,0.259457501,0,-0.010737259,-0.406907212
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured,0.191749531,0.123917721,0,0.84424586,1.006068052
d__Bacteria;p__Gemmatimonadota;c__MD2902-B12;o__MD2902-B12;f__MD2902-B12;g__MD2902-B12,0.00360359,2.71E-05,1,1.761969405,-2.545817973
d__Bacteria;p__Gemmatimonadota;c__PAUC43f_marine_benthic_group;o__PAUC43f_marine_benthic_group;f__PAUC43f_marine_benthic_group;g__PAUC43f_marine_benthic_group,0.008402388,0.001184162,1,3.392920158,-4.176768726
d__Bacteria;p__GN01;c__GN01;o__GN01;f__GN01;g__GN01,0.931146506,1.11E-127,1,-0.010737259,4.1225416
d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halocella,0.183219474,0.001960122,1,0.586515897,-1.370364465
d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halobacteroidaceae;g__uncultured,0.931146506,4.46E-106,1,-0.010737259,3.117863599
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;__,0.931146506,0.128525479,0,-0.010737259,1.43090237
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;g__Hydrogenedensaceae,0.186798358,1.83E-05,1,0.682409921,2.257857783
d__Bacteria;p__Latescibacterota;__;__;__;__,0.20165285,0.052224175,0,1.503694335,-2.287542902
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Candidatus_Latescibacter,0.006487833,4.67E-06,1,1.530920345,2.60726001
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae,0,0.001727377,1,5.026464958,-0.962055164
d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota,2.67E-223,0.194933559,0,5.921726161,-0.290640562
d__Bacteria;p__LCP-89;c__LCP-89;o__LCP-89;f__LCP-89;g__LCP-89,0.189384015,9.87E-09,1,0.84424586,3.828297401
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria;g__Margulisbacteria,0.931146506,3.53E-05,1,-0.010737259,1.284817393
d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade);g__Marinimicrobia_(SAR406_clade),0.931146506,0.992709905,0,-0.010737259,-0.005582944
d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__MBNT15,9.74E-12,0.15747862,0,4.342114137,-0.919037719
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Sh765B-TzT-35,0.931146506,2.19E-94,1,-0.010737259,5.553462147
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Z114MB74,0.931146506,4.34E-86,1,-0.010737259,3.699782046
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexaceae,0.004186512,5.72E-05,1,1.922293625,-2.706142193
d__Bacteria;p__Myxococcota;__;__;__;__,0.931146506,6.56E-05,1,-0.010737259,2.330133064
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25,0.186798358,3.28E-11,1,0.682409921,3.454731401
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;__;__,0.931146506,0.170554297,0,-0.010737259,0.918613297
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter,0.931146506,1.03E-109,1,-0.010737259,4.381257975
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;__,0.931146506,0.129417938,0,-0.010737259,1.515866453
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__KD3-10,0.931146506,0.993428473,0,-0.010737259,-0.005582944
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42,0.192396172,1.74E-04,1,0.868948517,2.519519131
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__uncultured,0.931146506,4.87E-86,1,-0.010737259,3.303745397
d__Bacteria;p__Myxococcota;c__Polyangia;__;__;__,0.189384015,0.995286371,0,0.84424586,-0.005582944
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19;g__Blfdi19,0.931146506,1.28E-04,1,-0.010737259,1.375461965
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium,0.042038867,4.90E-04,1,1.720248358,2.997316173
d__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__MidBa8;g__MidBa8,0.177659718,0.453852921,0,0.451360861,0.638257527
d__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__mle1-27;g__mle1-27,0.931146506,8.49E-140,1,-0.010737259,3.4736789
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41,0.181990449,2.19E-05,1,0.637899457,2.106101807
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6;g__Eel-36e1D6,0.931146506,0.188531589,0,-0.010737259,1.085538393
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae;g__Phaselicystis,0.931146506,1.39E-129,1,-0.010737259,3.374279328
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;__,0.174862697,0.174548119,0,0.355466837,1.432094977
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis,0.931146506,0.315554228,0,-0.010737259,0.623440272
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter,0.931146506,3.47E-113,1,-0.010737259,4.151669826
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium,0.931146506,0.134876578,0,-0.010737259,1.111051752
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__uncultured,0.931146506,2.18E-06,1,-0.010737259,1.856083369
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured,1.07E-52,2.82E-15,1,5.876373801,-3.050973551
d__Bacteria;p__Myxococcota;c__Polyangia;o__UASB-TL25;f__UASB-TL25;g__UASB-TL25,0.022104431,0.276884167,0,2.295824024,1.126233613
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70;g__VHS-B3-70,0.931146506,2.59E-19,1,-0.010737259,3.124970866
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j,0,0,1,5.495395895,-6.279244462
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina,0.193551277,0.020786657,1,1.004103553,-1.787952121
d__Bacteria;p__Nitrospirota;c__4-29-1;o__4-29-1;f__4-29-1;g__4-29-1,0.931146506,0,1,-0.010737259,6.889114552
d__Bacteria;p__Nitrospirota;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum,0.931146506,0.219538734,0,-0.010737259,0.883493125
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira,0.931146506,9.15E-04,1,-0.010737259,2.403153393
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured,0,0.431668343,0,5.760681279,0.118601156
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15,4.16E-91,8.12E-18,1,3.43060884,1.517316722
d__Bacteria;p__Patescibacteria;c__ABY1;__;__;__,0.931146506,0.420870245,0,-0.010737259,0.382133993
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Buchananbacteria;f__Candidatus_Buchananbacteria;g__Candidatus_Buchananbacteria,0.931146506,0.172859688,0,-0.010737259,-0.406907212
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria,0.056295993,0.444054809,0,0.721670933,0.727647279
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__Candidatus_Kerfeldbacteria;g__Candidatus_Kerfeldbacteria,0.16884289,6.09E-05,1,0.355466837,1.795509657
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Magasanikbacteria;f__Candidatus_Magasanikbacteria;g__Candidatus_Magasanikbacteria,0.931146506,2.50E-154,1,-0.010737259,4.851997181
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria;g__Berkelbacteria,0.931146506,2.39E-04,1,-0.010737259,1.053768333
d__Bacteria;p__Patescibacteria;c__CPR2;o__CPR2;f__CPR2;g__CPR2,0.931146506,0.215770178,0,-0.010737259,0.726825248
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria,0.004239928,0.223297924,0,1.004103553,-0.677217284
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria,0.931146506,0.596562404,0,-0.010737259,-0.236632004
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria,0.185197103,0.357668228,0,0.637899457,0.456515176
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Amesbacteria;f__Candidatus_Amesbacteria;g__Candidatus_Amesbacteria,0.931146506,0.001211789,1,-0.010737259,1.373870872
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Beckwithbacteria;f__Candidatus_Beckwithbacteria;g__Candidatus_Beckwithbacteria,0.931146506,0.259457501,0,-0.010737259,-0.406907212
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Levybacteria;f__Candidatus_Levybacteria;g__Candidatus_Levybacteria,0.931146506,0.596562404,0,-0.010737259,-0.236632004
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria,0.18073459,0.064460773,0,0.525742045,1.050418221
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woykebacteria;f__Candidatus_Woykebacteria;g__Candidatus_Woykebacteria,0.931146506,0.475429057,0,-0.010737259,0.448075907
d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__,0.401008911,1.43E-04,1,0.355466837,2.075676548
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Azambacteria;f__Candidatus_Azambacteria;g__Candidatus_Azambacteria,0.931146506,0.36492557,0,-0.010737259,0.421395005
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria;g__Candidatus_Colwellbacteria,0.931146506,2.80E-53,1,-0.010737259,3.521094616
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__Candidatus_Jorgensenbacteria;g__Candidatus_Jorgensenbacteria,0.931146506,0.131619692,0,-0.010737259,1.317218169
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Liptonbacteria;f__Candidatus_Liptonbacteria;g__Candidatus_Liptonbacteria,0.931146506,0.22371535,0,-0.010737259,0.854489333
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__Candidatus_Moranbacteria;g__Candidatus_Moranbacteria,0.931146506,0.420870245,0,-0.010737259,0.382133993
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nealsonbacteria;f__Candidatus_Nealsonbacteria;g__Candidatus_Nealsonbacteria,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria,0.931146506,1.98E-04,1,-0.010737259,0.974137697
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Portnoybacteria;f__Candidatus_Portnoybacteria;g__Candidatus_Portnoybacteria,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Staskawiczbacteria;f__Candidatus_Staskawiczbacteria;g__Candidatus_Staskawiczbacteria,0.931146506,0.162979444,0,-0.010737259,1.009257869
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Vogelbacteria;f__Candidatus_Vogelbacteria;g__Candidatus_Vogelbacteria,0.931146506,7.47E-05,1,-0.010737259,0.517289029
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Wolfebacteria;f__Candidatus_Wolfebacteria;g__Candidatus_Wolfebacteria,0.931146506,0.317056562,0,-0.010737259,0.53089636
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria,0.931146506,0.066467704,0,-0.010737259,2.112076312
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Zambryskibacteria;f__Candidatus_Zambryskibacteria;g__Candidatus_Zambryskibacteria,0.931146506,0.175877092,0,-0.010737259,0.897100456
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__CG1-02-42-13;f__CG1-02-42-13;g__CG1-02-42-13,0.931146506,0.88854842,0,-0.010737259,-0.079964128
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__GWA2-38-13b;f__GWA2-38-13b;g__GWA2-38-13b,0.179705967,0.00180233,1,0.586515897,-1.370364465
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__GWB1-42-6;f__GWB1-42-6;g__GWB1-42-6,0.931146506,9.12E-17,1,-0.010737259,2.342864037
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Paceibacterales;f__Paceibacteraceae;g__Candidatus_Paceibacter,0.931146506,0.88854842,0,-0.010737259,-0.079964128
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria;g__Parcubacteria,0.931146506,0.090684281,0,-0.010737259,1.653328304
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__UBA9983;f__UBA9983;g__UBA9983,0.931146506,4.96E-23,1,-0.010737259,2.513731311
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__;__,0.931146506,0.420870245,0,-0.010737259,0.382133993
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__LWQ8;g__LWQ8,0.931146506,0.553150754,0,-0.010737259,0.286239968
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales,0.931146506,0.323774994,0,-0.010737259,0.568672589
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__WWH38;g__WWH38,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f;g__PAUC34f,0.931146506,7.85E-10,1,-0.010737259,2.149591205
d__Bacteria;p__Planctomycetota;__;__;__;__,0.931146506,6.32E-28,1,-0.010737259,2.902811221
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11,0.931146506,0.968122098,0,-0.010737259,0.026187116
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__SM23-32;g__SM23-32,0.193175621,0.019786414,1,0.987840165,-1.771688733
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190,0.059556336,0.510488775,0,1.793144758,0.657612127
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;__;__;__,0.176777319,0.557395798,0,0.525742045,-0.34613336
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__C86;f__C86;g__C86,0.183219474,0.001960122,1,0.586515897,-1.370364465
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a,2.14E-18,0.005786441,1,2.324827816,-1.743894863
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8,0.043424571,0.421924172,0,1.4965256,-0.803435234
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;__;__,0.931146506,0.808905115,0,-0.010737259,0.190345944
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__4572-13;g__4572-13,0.190103279,0.152195465,0,0.868948517,-1.116317781
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__GWC2-45-44;g__GWC2-45-44,0.931146506,5.73E-70,1,-0.010737259,2.978993896
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__KCLunmb-38-53;g__KCLunmb-38-53,0.931146506,0.175877092,0,-0.010737259,0.897100456
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__MSBL9;g__MSBL9,0.931146506,1.74E-24,1,-0.010737259,2.25058146
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4,1.05E-10,2.71E-07,1,3.028232216,2.531161032
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30;g__SM23-30,0.931146506,0.096470443,0,-0.010737259,1.488374379
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group,7.06E-17,0.792505689,0,2.50404011,0.126690774
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02,0.931146506,0.711765699,0,-0.010737259,-0.175858152
